"","Generation","Identity","Population","Frequency","Group_id","Unique_id"
"746",6.5,"genotype-13",1.675,0.00478845054316752,"genotype-13a","genotype-13a_6.5"
"740",6.5,"genotype-14",10.1,0.0288736420811892,"genotype-14a","genotype-14a_6.5"
"731",6.5,"genotype-30",0,0,"genotype-30","genotype-30_6.5"
"763",6.5,"genotype-30",0,0,"genotype-30a","genotype-30a_6.5"
"727",6.5,"genotype-24",0,0,"genotype-24","genotype-24_6.5"
"759",6.5,"genotype-24",0,0,"genotype-24a","genotype-24a_6.5"
"721",6.5,"genotype-15",0,0,"genotype-15","genotype-15_6.5"
"753",6.5,"genotype-15",0,0,"genotype-15a","genotype-15a_6.5"
"705",6.5,"genotype-25",50,0.142938822184105,"genotype-25","genotype-25_6.5"
"737",6.5,"genotype-25",50,0.142938822184105,"genotype-25a","genotype-25a_6.5"
"748",6.5,"genotype-6",0.5,0.00142938822184105,"genotype-6a","genotype-6a_6.5"
"747",6.5,"genotype-19",0.5,0.00142938822184105,"genotype-19a","genotype-19a_6.5"
"720",6.5,"genotype-12",0,0,"genotype-12","genotype-12_6.5"
"732",6.5,"genotype-31",0,0,"genotype-31","genotype-31_6.5"
"764",6.5,"genotype-31",0,0,"genotype-31a","genotype-31a_6.5"
"728",6.5,"genotype-26",0,0,"genotype-26","genotype-26_6.5"
"760",6.5,"genotype-26",0,0,"genotype-26a","genotype-26a_6.5"
"723",6.5,"genotype-18",0,0,"genotype-18","genotype-18_6.5"
"724",6.5,"genotype-2",0,0,"genotype-2","genotype-2_6.5"
"756",6.5,"genotype-2",0,0,"genotype-2a","genotype-2a_6.5"
"718",6.5,"genotype-1",0,0,"genotype-1","genotype-1_6.5"
"750",6.5,"genotype-1",0,0,"genotype-1a","genotype-1a_6.5"
"755",6.5,"genotype-18",0,0,"genotype-18a","genotype-18a_6.5"
"752",6.5,"genotype-12",0,0,"genotype-12a","genotype-12a_6.5"
"749",6.5,"genotype-0",0,0,"genotype-0a","genotype-0a_6.5"
"783",7,"genotype-0",0,0,"genotype-0","genotype-0_7"
"800",7,"genotype-9",0,0,"genotype-9","genotype-9_7"
"832",7,"genotype-9",0,0,"genotype-9a","genotype-9a_7"
"781",7,"genotype-19",0.5,0.00139314572304263,"genotype-19","genotype-19_7"
"794",7,"genotype-29",0,0,"genotype-29","genotype-29_7"
"826",7,"genotype-29",0,0,"genotype-29a","genotype-29a_7"
"782",7,"genotype-6",0.5,0.00139314572304263,"genotype-6","genotype-6_7"
"778",7,"genotype-14",3.5,0.00975202006129841,"genotype-14","genotype-14_7"
"788",7,"genotype-16",0,0,"genotype-16","genotype-16_7"
"820",7,"genotype-16",0,0,"genotype-16a","genotype-16a_7"
"799",7,"genotype-8",0,0,"genotype-8","genotype-8_7"
"831",7,"genotype-8",0,0,"genotype-8a","genotype-8a_7"
"798",7,"genotype-7",0,0,"genotype-7","genotype-7_7"
"830",7,"genotype-7",0,0,"genotype-7a","genotype-7a_7"
"797",7,"genotype-5",0,0,"genotype-5","genotype-5_7"
"829",7,"genotype-5",0,0,"genotype-5a","genotype-5a_7"
"791",7,"genotype-23",0,0,"genotype-23","genotype-23_7"
"823",7,"genotype-23",0,0,"genotype-23a","genotype-23a_7"
"785",7,"genotype-11",0,0,"genotype-11","genotype-11_7"
"817",7,"genotype-11",0,0,"genotype-11a","genotype-11a_7"
"773",7,"genotype-27",5.75,0.0160211758149902,"genotype-27","genotype-27_7"
"805",7,"genotype-27",5.75,0.0160211758149902,"genotype-27a","genotype-27a_7"
"774",7,"genotype-21",4.7,0.0130955697966007,"genotype-21","genotype-21_7"
"806",7,"genotype-21",4.7,0.0130955697966007,"genotype-21a","genotype-21a_7"
"777",7,"genotype-3",3.5,0.00975202006129841,"genotype-3","genotype-3_7"
"809",7,"genotype-3",3.5,0.00975202006129841,"genotype-3a","genotype-3a_7"
"779",7,"genotype-28",3.35,0.00933407634438562,"genotype-28","genotype-28_7"
"811",7,"genotype-28",3.35,0.00933407634438562,"genotype-28a","genotype-28a_7"
"772",7,"genotype-22",6.85,0.019086096405684,"genotype-22","genotype-22_7"
"804",7,"genotype-22",6.85,0.019086096405684,"genotype-22a","genotype-22a_7"
"775",7,"genotype-17",4.4,0.0122596823627751,"genotype-17","genotype-17_7"
"807",7,"genotype-17",4.4,0.0122596823627751,"genotype-17a","genotype-17a_7"
"776",7,"genotype-20",3.85,0.0107272220674283,"genotype-20","genotype-20_7"
"808",7,"genotype-20",3.85,0.0107272220674283,"genotype-20a","genotype-20a_7"
"771",7,"genotype-4",44.7,0.124547227640011,"genotype-4","genotype-4_7"
"803",7,"genotype-4",44.7,0.124547227640011,"genotype-4a","genotype-4a_7"
"770",7,"genotype-10",46.5,0.129562552242965,"genotype-10","genotype-10_7"
"802",7,"genotype-10",46.5,0.129562552242965,"genotype-10a","genotype-10a_7"
"780",7,"genotype-13",1.35,0.0037614934522151,"genotype-13","genotype-13_7"
"812",7,"genotype-13",1.35,0.0037614934522151,"genotype-13a","genotype-13a_7"
"810",7,"genotype-14",3.5,0.00975202006129841,"genotype-14a","genotype-14a_7"
"795",7,"genotype-30",0,0,"genotype-30","genotype-30_7"
"827",7,"genotype-30",0,0,"genotype-30a","genotype-30a_7"
"792",7,"genotype-24",0,0,"genotype-24","genotype-24_7"
"824",7,"genotype-24",0,0,"genotype-24a","genotype-24a_7"
"787",7,"genotype-15",0,0,"genotype-15","genotype-15_7"
"819",7,"genotype-15",0,0,"genotype-15a","genotype-15a_7"
"769",7,"genotype-25",50,0.139314572304263,"genotype-25","genotype-25_7"
"801",7,"genotype-25",50,0.139314572304263,"genotype-25a","genotype-25a_7"
"814",7,"genotype-6",0.5,0.00139314572304263,"genotype-6a","genotype-6a_7"
"813",7,"genotype-19",0.5,0.00139314572304263,"genotype-19a","genotype-19a_7"
"786",7,"genotype-12",0,0,"genotype-12","genotype-12_7"
"796",7,"genotype-31",0,0,"genotype-31","genotype-31_7"
"828",7,"genotype-31",0,0,"genotype-31a","genotype-31a_7"
"793",7,"genotype-26",0,0,"genotype-26","genotype-26_7"
"825",7,"genotype-26",0,0,"genotype-26a","genotype-26a_7"
"789",7,"genotype-18",0,0,"genotype-18","genotype-18_7"
"790",7,"genotype-2",0,0,"genotype-2","genotype-2_7"
"822",7,"genotype-2",0,0,"genotype-2a","genotype-2a_7"
"784",7,"genotype-1",0,0,"genotype-1","genotype-1_7"
"816",7,"genotype-1",0,0,"genotype-1a","genotype-1a_7"
"821",7,"genotype-18",0,0,"genotype-18a","genotype-18a_7"
"818",7,"genotype-12",0,0,"genotype-12a","genotype-12a_7"
"815",7,"genotype-0",0,0,"genotype-0a","genotype-0a_7"
"847",7.5,"genotype-0",0,0,"genotype-0","genotype-0_7.5"
"864",7.5,"genotype-9",0,0,"genotype-9","genotype-9_7.5"
"896",7.5,"genotype-9",0,0,"genotype-9a","genotype-9a_7.5"
"845",7.5,"genotype-19",0.5,0.00138236107271219,"genotype-19","genotype-19_7.5"
"858",7.5,"genotype-29",0,0,"genotype-29","genotype-29_7.5"
"890",7.5,"genotype-29",0,0,"genotype-29a","genotype-29a_7.5"
"846",7.5,"genotype-6",0.5,0.00138236107271219,"genotype-6","genotype-6_7.5"
"836",7.5,"genotype-14",8.375,0.0231545479679292,"genotype-14","genotype-14_7.5"
"852",7.5,"genotype-16",0,0,"genotype-16","genotype-16_7.5"
"884",7.5,"genotype-16",0,0,"genotype-16a","genotype-16a_7.5"
"863",7.5,"genotype-8",0,0,"genotype-8","genotype-8_7.5"
"895",7.5,"genotype-8",0,0,"genotype-8a","genotype-8a_7.5"
"862",7.5,"genotype-7",0,0,"genotype-7","genotype-7_7.5"
"894",7.5,"genotype-7",0,0,"genotype-7a","genotype-7a_7.5"
"861",7.5,"genotype-5",0,0,"genotype-5","genotype-5_7.5"
"893",7.5,"genotype-5",0,0,"genotype-5a","genotype-5a_7.5"
"855",7.5,"genotype-23",0,0,"genotype-23","genotype-23_7.5"
"887",7.5,"genotype-23",0,0,"genotype-23a","genotype-23a_7.5"
"849",7.5,"genotype-11",0,0,"genotype-11","genotype-11_7.5"
"881",7.5,"genotype-11",0,0,"genotype-11a","genotype-11a_7.5"
"840",7.5,"genotype-27",5.3,0.0146530273707492,"genotype-27","genotype-27_7.5"
"872",7.5,"genotype-27",5.3,0.0146530273707492,"genotype-27a","genotype-27a_7.5"
"843",7.5,"genotype-21",2.35,0.0064970970417473,"genotype-21","genotype-21_7.5"
"875",7.5,"genotype-21",2.35,0.0064970970417473,"genotype-21a","genotype-21a_7.5"
"842",7.5,"genotype-3",3.775,0.0104368260989771,"genotype-3","genotype-3_7.5"
"874",7.5,"genotype-3",3.775,0.0104368260989771,"genotype-3a","genotype-3a_7.5"
"838",7.5,"genotype-28",7.175,0.01983688139342,"genotype-28","genotype-28_7.5"
"870",7.5,"genotype-28",7.175,0.01983688139342,"genotype-28a","genotype-28a_7.5"
"839",7.5,"genotype-22",7.1,0.0196295272325131,"genotype-22","genotype-22_7.5"
"871",7.5,"genotype-22",7.1,0.0196295272325131,"genotype-22a","genotype-22a_7.5"
"841",7.5,"genotype-17",5.175,0.0143074371025712,"genotype-17","genotype-17_7.5"
"873",7.5,"genotype-17",5.175,0.0143074371025712,"genotype-17a","genotype-17a_7.5"
"837",7.5,"genotype-20",8.225,0.0227398396461156,"genotype-20","genotype-20_7.5"
"869",7.5,"genotype-20",8.225,0.0227398396461156,"genotype-20a","genotype-20a_7.5"
"835",7.5,"genotype-4",40.075,0.110796239977882,"genotype-4","genotype-4_7.5"
"867",7.5,"genotype-4",40.075,0.110796239977882,"genotype-4a","genotype-4a_7.5"
"834",7.5,"genotype-10",41.625,0.11508155930329,"genotype-10","genotype-10_7.5"
"866",7.5,"genotype-10",41.625,0.11508155930329,"genotype-10a","genotype-10a_7.5"
"844",7.5,"genotype-13",0.675,0.00186618744816146,"genotype-13","genotype-13_7.5"
"876",7.5,"genotype-13",0.675,0.00186618744816146,"genotype-13a","genotype-13a_7.5"
"868",7.5,"genotype-14",8.375,0.0231545479679292,"genotype-14a","genotype-14a_7.5"
"859",7.5,"genotype-30",0,0,"genotype-30","genotype-30_7.5"
"891",7.5,"genotype-30",0,0,"genotype-30a","genotype-30a_7.5"
"856",7.5,"genotype-24",0,0,"genotype-24","genotype-24_7.5"
"888",7.5,"genotype-24",0,0,"genotype-24a","genotype-24a_7.5"
"851",7.5,"genotype-15",0,0,"genotype-15","genotype-15_7.5"
"883",7.5,"genotype-15",0,0,"genotype-15a","genotype-15a_7.5"
"833",7.5,"genotype-25",50,0.138236107271219,"genotype-25","genotype-25_7.5"
"865",7.5,"genotype-25",50,0.138236107271219,"genotype-25a","genotype-25a_7.5"
"878",7.5,"genotype-6",0.5,0.00138236107271219,"genotype-6a","genotype-6a_7.5"
"877",7.5,"genotype-19",0.5,0.00138236107271219,"genotype-19a","genotype-19a_7.5"
"850",7.5,"genotype-12",0,0,"genotype-12","genotype-12_7.5"
"860",7.5,"genotype-31",0,0,"genotype-31","genotype-31_7.5"
"892",7.5,"genotype-31",0,0,"genotype-31a","genotype-31a_7.5"
"857",7.5,"genotype-26",0,0,"genotype-26","genotype-26_7.5"
"889",7.5,"genotype-26",0,0,"genotype-26a","genotype-26a_7.5"
"853",7.5,"genotype-18",0,0,"genotype-18","genotype-18_7.5"
"854",7.5,"genotype-2",0,0,"genotype-2","genotype-2_7.5"
"886",7.5,"genotype-2",0,0,"genotype-2a","genotype-2a_7.5"
"848",7.5,"genotype-1",0,0,"genotype-1","genotype-1_7.5"
"880",7.5,"genotype-1",0,0,"genotype-1a","genotype-1a_7.5"
"885",7.5,"genotype-18",0,0,"genotype-18a","genotype-18a_7.5"
"882",7.5,"genotype-12",0,0,"genotype-12a","genotype-12a_7.5"
"879",7.5,"genotype-0",0,0,"genotype-0a","genotype-0a_7.5"
"914",8,"genotype-0",0,0,"genotype-0","genotype-0_8"
"928",8,"genotype-9",0,0,"genotype-9","genotype-9_8"
"960",8,"genotype-9",0,0,"genotype-9a","genotype-9a_8"
"912",8,"genotype-19",0.5,0.00120394895256441,"genotype-19","genotype-19_8"
"925",8,"genotype-29",0,0,"genotype-29","genotype-29_8"
"957",8,"genotype-29",0,0,"genotype-29a","genotype-29a_8"
"913",8,"genotype-6",0.5,0.00120394895256441,"genotype-6","genotype-6_8"
"900",8,"genotype-14",13.25,0.0319046472429569,"genotype-14","genotype-14_8"
"919",8,"genotype-16",0,0,"genotype-16","genotype-16_8"
"951",8,"genotype-16",0,0,"genotype-16a","genotype-16a_8"
"904",8,"genotype-8",7.9,0.0190223934505177,"genotype-8","genotype-8_8"
"936",8,"genotype-8",7.9,0.0190223934505177,"genotype-8a","genotype-8a_8"
"910",8,"genotype-7",2.45,0.00589934986756562,"genotype-7","genotype-7_8"
"942",8,"genotype-7",2.45,0.00589934986756562,"genotype-7a","genotype-7a_8"
"911",8,"genotype-5",2.4,0.00577895497230917,"genotype-5","genotype-5_8"
"943",8,"genotype-5",2.4,0.00577895497230917,"genotype-5a","genotype-5a_8"
"903",8,"genotype-23",9,0.0216710811461594,"genotype-23","genotype-23_8"
"935",8,"genotype-23",9,0.0216710811461594,"genotype-23a","genotype-23a_8"
"909",8,"genotype-11",3.65,0.0087888273537202,"genotype-11","genotype-11_8"
"941",8,"genotype-11",3.65,0.0087888273537202,"genotype-11a","genotype-11a_8"
"907",8,"genotype-27",4.85,0.0116783048398748,"genotype-27","genotype-27_8"
"939",8,"genotype-27",4.85,0.0116783048398748,"genotype-27a","genotype-27a_8"
"922",8,"genotype-21",0,0,"genotype-21","genotype-21_8"
"954",8,"genotype-21",0,0,"genotype-21a","genotype-21a_8"
"908",8,"genotype-3",4.05,0.00975198651577173,"genotype-3","genotype-3_8"
"940",8,"genotype-3",4.05,0.00975198651577173,"genotype-3a","genotype-3a_8"
"902",8,"genotype-28",11,0.026486876956417,"genotype-28","genotype-28_8"
"934",8,"genotype-28",11,0.026486876956417,"genotype-28a","genotype-28a_8"
"905",8,"genotype-22",7.35,0.0176980496026968,"genotype-22","genotype-22_8"
"937",8,"genotype-22",7.35,0.0176980496026968,"genotype-22a","genotype-22a_8"
"906",8,"genotype-17",5.95,0.0143269925355165,"genotype-17","genotype-17_8"
"938",8,"genotype-17",5.95,0.0143269925355165,"genotype-17a","genotype-17a_8"
"901",8,"genotype-20",12.6,0.0303395136046232,"genotype-20","genotype-20_8"
"933",8,"genotype-20",12.6,0.0303395136046232,"genotype-20a","genotype-20a_8"
"899",8,"genotype-4",35.45,0.0853599807368168,"genotype-4","genotype-4_8"
"931",8,"genotype-4",35.45,0.0853599807368168,"genotype-4a","genotype-4a_8"
"898",8,"genotype-10",36.75,0.0884902480134842,"genotype-10","genotype-10_8"
"930",8,"genotype-10",36.75,0.0884902480134842,"genotype-10a","genotype-10a_8"
"917",8,"genotype-13",0,0,"genotype-13","genotype-13_8"
"949",8,"genotype-13",0,0,"genotype-13a","genotype-13a_8"
"932",8,"genotype-14",13.25,0.0319046472429569,"genotype-14a","genotype-14a_8"
"926",8,"genotype-30",0,0,"genotype-30","genotype-30_8"
"958",8,"genotype-30",0,0,"genotype-30a","genotype-30a_8"
"923",8,"genotype-24",0,0,"genotype-24","genotype-24_8"
"955",8,"genotype-24",0,0,"genotype-24a","genotype-24a_8"
"918",8,"genotype-15",0,0,"genotype-15","genotype-15_8"
"950",8,"genotype-15",0,0,"genotype-15a","genotype-15a_8"
"897",8,"genotype-25",50,0.120394895256441,"genotype-25","genotype-25_8"
"929",8,"genotype-25",50,0.120394895256441,"genotype-25a","genotype-25a_8"
"945",8,"genotype-6",0.5,0.00120394895256441,"genotype-6a","genotype-6a_8"
"944",8,"genotype-19",0.5,0.00120394895256441,"genotype-19a","genotype-19a_8"
"916",8,"genotype-12",0,0,"genotype-12","genotype-12_8"
"927",8,"genotype-31",0,0,"genotype-31","genotype-31_8"
"959",8,"genotype-31",0,0,"genotype-31a","genotype-31a_8"
"924",8,"genotype-26",0,0,"genotype-26","genotype-26_8"
"956",8,"genotype-26",0,0,"genotype-26a","genotype-26a_8"
"920",8,"genotype-18",0,0,"genotype-18","genotype-18_8"
"921",8,"genotype-2",0,0,"genotype-2","genotype-2_8"
"953",8,"genotype-2",0,0,"genotype-2a","genotype-2a_8"
"915",8,"genotype-1",0,0,"genotype-1","genotype-1_8"
"947",8,"genotype-1",0,0,"genotype-1a","genotype-1a_8"
"952",8,"genotype-18",0,0,"genotype-18a","genotype-18a_8"
"948",8,"genotype-12",0,0,"genotype-12a","genotype-12a_8"
"946",8,"genotype-0",0,0,"genotype-0a","genotype-0a_8"
"979",8.5,"genotype-0",0,0,"genotype-0","genotype-0_8.5"
"992",8.5,"genotype-9",0,0,"genotype-9","genotype-9_8.5"
"1024",8.5,"genotype-9",0,0,"genotype-9a","genotype-9a_8.5"
"977",8.5,"genotype-19",0.5,0.00120307988450433,"genotype-19","genotype-19_8.5"
"989",8.5,"genotype-29",0,0,"genotype-29","genotype-29_8.5"
"1021",8.5,"genotype-29",0,0,"genotype-29a","genotype-29a_8.5"
"978",8.5,"genotype-6",0.5,0.00120307988450433,"genotype-6","genotype-6_8.5"
"964",8.5,"genotype-14",13,0.0312800769971126,"genotype-14","genotype-14_8.5"
"984",8.5,"genotype-16",0,0,"genotype-16","genotype-16_8.5"
"1016",8.5,"genotype-16",0,0,"genotype-16a","genotype-16a_8.5"
"968",8.5,"genotype-8",6.475,0.0155798845043311,"genotype-8","genotype-8_8.5"
"1000",8.5,"genotype-8",6.475,0.0155798845043311,"genotype-8a","genotype-8a_8.5"
"972",8.5,"genotype-7",4.275,0.010286333012512,"genotype-7","genotype-7_8.5"
"1004",8.5,"genotype-7",4.275,0.010286333012512,"genotype-7a","genotype-7a_8.5"
"971",8.5,"genotype-5",4.8,0.0115495668912416,"genotype-5","genotype-5_8.5"
"1003",8.5,"genotype-5",4.8,0.0115495668912416,"genotype-5a","genotype-5a_8.5"
"967",8.5,"genotype-23",6.95,0.0167228103946102,"genotype-23","genotype-23_8.5"
"999",8.5,"genotype-23",6.95,0.0167228103946102,"genotype-23a","genotype-23a_8.5"
"973",8.5,"genotype-11",4,0.00962463907603465,"genotype-11","genotype-11_8.5"
"1005",8.5,"genotype-11",4,0.00962463907603465,"genotype-11a","genotype-11a_8.5"
"974",8.5,"genotype-27",3.85,0.00926371511068335,"genotype-27","genotype-27_8.5"
"1006",8.5,"genotype-27",3.85,0.00926371511068335,"genotype-27a","genotype-27a_8.5"
"976",8.5,"genotype-21",2,0.00481231953801732,"genotype-21","genotype-21_8.5"
"1008",8.5,"genotype-21",2,0.00481231953801732,"genotype-21a","genotype-21a_8.5"
"975",8.5,"genotype-3",3.75,0.00902309913378248,"genotype-3","genotype-3_8.5"
"1007",8.5,"genotype-3",3.75,0.00902309913378248,"genotype-3a","genotype-3a_8.5"
"966",8.5,"genotype-28",11.025,0.0265279114533205,"genotype-28","genotype-28_8.5"
"998",8.5,"genotype-28",11.025,0.0265279114533205,"genotype-28a","genotype-28a_8.5"
"969",8.5,"genotype-22",6.1,0.0146775745909528,"genotype-22","genotype-22_8.5"
"1001",8.5,"genotype-22",6.1,0.0146775745909528,"genotype-22a","genotype-22a_8.5"
"970",8.5,"genotype-17",5.425,0.013053416746872,"genotype-17","genotype-17_8.5"
"1002",8.5,"genotype-17",5.425,0.013053416746872,"genotype-17a","genotype-17a_8.5"
"965",8.5,"genotype-20",12.825,0.0308589990375361,"genotype-20","genotype-20_8.5"
"997",8.5,"genotype-20",12.825,0.0308589990375361,"genotype-20a","genotype-20a_8.5"
"963",8.5,"genotype-4",35.325,0.084997593840231,"genotype-4","genotype-4_8.5"
"995",8.5,"genotype-4",35.325,0.084997593840231,"genotype-4a","genotype-4a_8.5"
"962",8.5,"genotype-10",37,0.0890279114533205,"genotype-10","genotype-10_8.5"
"994",8.5,"genotype-10",37,0.0890279114533205,"genotype-10a","genotype-10a_8.5"
"982",8.5,"genotype-13",0,0,"genotype-13","genotype-13_8.5"
"1014",8.5,"genotype-13",0,0,"genotype-13a","genotype-13a_8.5"
"996",8.5,"genotype-14",13,0.0312800769971126,"genotype-14a","genotype-14a_8.5"
"990",8.5,"genotype-30",0,0,"genotype-30","genotype-30_8.5"
"1022",8.5,"genotype-30",0,0,"genotype-30a","genotype-30a_8.5"
"987",8.5,"genotype-24",0,0,"genotype-24","genotype-24_8.5"
"1019",8.5,"genotype-24",0,0,"genotype-24a","genotype-24a_8.5"
"983",8.5,"genotype-15",0,0,"genotype-15","genotype-15_8.5"
"1015",8.5,"genotype-15",0,0,"genotype-15a","genotype-15a_8.5"
"961",8.5,"genotype-25",50,0.120307988450433,"genotype-25","genotype-25_8.5"
"993",8.5,"genotype-25",50,0.120307988450433,"genotype-25a","genotype-25a_8.5"
"1010",8.5,"genotype-6",0.5,0.00120307988450433,"genotype-6a","genotype-6a_8.5"
"1009",8.5,"genotype-19",0.5,0.00120307988450433,"genotype-19a","genotype-19a_8.5"
"981",8.5,"genotype-12",0,0,"genotype-12","genotype-12_8.5"
"991",8.5,"genotype-31",0,0,"genotype-31","genotype-31_8.5"
"1023",8.5,"genotype-31",0,0,"genotype-31a","genotype-31a_8.5"
"988",8.5,"genotype-26",0,0,"genotype-26","genotype-26_8.5"
"1020",8.5,"genotype-26",0,0,"genotype-26a","genotype-26a_8.5"
"985",8.5,"genotype-18",0,0,"genotype-18","genotype-18_8.5"
"986",8.5,"genotype-2",0,0,"genotype-2","genotype-2_8.5"
"1018",8.5,"genotype-2",0,0,"genotype-2a","genotype-2a_8.5"
"980",8.5,"genotype-1",0,0,"genotype-1","genotype-1_8.5"
"1012",8.5,"genotype-1",0,0,"genotype-1a","genotype-1a_8.5"
"1017",8.5,"genotype-18",0,0,"genotype-18a","genotype-18a_8.5"
"1013",8.5,"genotype-12",0,0,"genotype-12a","genotype-12a_8.5"
"1011",8.5,"genotype-0",0,0,"genotype-0a","genotype-0a_8.5"
"1044",9,"genotype-0",0,0,"genotype-0","genotype-0_9"
"1056",9,"genotype-9",0,0,"genotype-9","genotype-9_9"
"1088",9,"genotype-9",0,0,"genotype-9a","genotype-9a_9"
"1042",9,"genotype-19",0.5,0.00115313653136531,"genotype-19","genotype-19_9"
"1053",9,"genotype-29",0,0,"genotype-29","genotype-29_9"
"1085",9,"genotype-29",0,0,"genotype-29a","genotype-29a_9"
"1043",9,"genotype-6",0.5,0.00115313653136531,"genotype-6","genotype-6_9"
"1029",9,"genotype-14",12.75,0.0294049815498155,"genotype-14","genotype-14_9"
"1031",9,"genotype-16",8.85,0.020410516605166,"genotype-16","genotype-16_9"
"1063",9,"genotype-16",8.85,0.020410516605166,"genotype-16a","genotype-16a_9"
"1034",9,"genotype-8",5.05,0.0116466789667897,"genotype-8","genotype-8_9"
"1066",9,"genotype-8",5.05,0.0116466789667897,"genotype-8a","genotype-8a_9"
"1033",9,"genotype-7",6.1,0.0140682656826568,"genotype-7","genotype-7_9"
"1065",9,"genotype-7",6.1,0.0140682656826568,"genotype-7a","genotype-7a_9"
"1032",9,"genotype-5",7.2,0.0166051660516605,"genotype-5","genotype-5_9"
"1064",9,"genotype-5",7.2,0.0166051660516605,"genotype-5a","genotype-5a_9"
"1036",9,"genotype-23",4.9,0.0113007380073801,"genotype-23","genotype-23_9"
"1068",9,"genotype-23",4.9,0.0113007380073801,"genotype-23a","genotype-23a_9"
"1038",9,"genotype-11",4.35,0.0100322878228782,"genotype-11","genotype-11_9"
"1070",9,"genotype-11",4.35,0.0100322878228782,"genotype-11a","genotype-11a_9"
"1041",9,"genotype-27",2.85,0.00657287822878229,"genotype-27","genotype-27_9"
"1073",9,"genotype-27",2.85,0.00657287822878229,"genotype-27a","genotype-27a_9"
"1039",9,"genotype-21",4,0.00922509225092251,"genotype-21","genotype-21_9"
"1071",9,"genotype-21",4,0.00922509225092251,"genotype-21a","genotype-21a_9"
"1040",9,"genotype-3",3.45,0.00795664206642066,"genotype-3","genotype-3_9"
"1072",9,"genotype-3",3.45,0.00795664206642066,"genotype-3a","genotype-3a_9"
"1030",9,"genotype-28",11.05,0.0254843173431734,"genotype-28","genotype-28_9"
"1062",9,"genotype-28",11.05,0.0254843173431734,"genotype-28a","genotype-28a_9"
"1037",9,"genotype-22",4.85,0.0111854243542435,"genotype-22","genotype-22_9"
"1069",9,"genotype-22",4.85,0.0111854243542435,"genotype-22a","genotype-22a_9"
"1035",9,"genotype-17",4.9,0.0113007380073801,"genotype-17","genotype-17_9"
"1067",9,"genotype-17",4.9,0.0113007380073801,"genotype-17a","genotype-17a_9"
"1028",9,"genotype-20",13.05,0.0300968634686347,"genotype-20","genotype-20_9"
"1060",9,"genotype-20",13.05,0.0300968634686347,"genotype-20a","genotype-20a_9"
"1027",9,"genotype-4",35.2,0.0811808118081181,"genotype-4","genotype-4_9"
"1059",9,"genotype-4",35.2,0.0811808118081181,"genotype-4a","genotype-4a_9"
"1026",9,"genotype-10",37.25,0.0859086715867159,"genotype-10","genotype-10_9"
"1058",9,"genotype-10",37.25,0.0859086715867159,"genotype-10a","genotype-10a_9"
"1047",9,"genotype-13",0,0,"genotype-13","genotype-13_9"
"1079",9,"genotype-13",0,0,"genotype-13a","genotype-13a_9"
"1061",9,"genotype-14",12.75,0.0294049815498155,"genotype-14a","genotype-14a_9"
"1054",9,"genotype-30",0,0,"genotype-30","genotype-30_9"
"1086",9,"genotype-30",0,0,"genotype-30a","genotype-30a_9"
"1051",9,"genotype-24",0,0,"genotype-24","genotype-24_9"
"1083",9,"genotype-24",0,0,"genotype-24a","genotype-24a_9"
"1048",9,"genotype-15",0,0,"genotype-15","genotype-15_9"
"1080",9,"genotype-15",0,0,"genotype-15a","genotype-15a_9"
"1025",9,"genotype-25",50,0.115313653136531,"genotype-25","genotype-25_9"
"1057",9,"genotype-25",50,0.115313653136531,"genotype-25a","genotype-25a_9"
"1075",9,"genotype-6",0.5,0.00115313653136531,"genotype-6a","genotype-6a_9"
"1074",9,"genotype-19",0.5,0.00115313653136531,"genotype-19a","genotype-19a_9"
"1046",9,"genotype-12",0,0,"genotype-12","genotype-12_9"
"1055",9,"genotype-31",0,0,"genotype-31","genotype-31_9"
"1087",9,"genotype-31",0,0,"genotype-31a","genotype-31a_9"
"1052",9,"genotype-26",0,0,"genotype-26","genotype-26_9"
"1084",9,"genotype-26",0,0,"genotype-26a","genotype-26a_9"
"1049",9,"genotype-18",0,0,"genotype-18","genotype-18_9"
"1050",9,"genotype-2",0,0,"genotype-2","genotype-2_9"
"1082",9,"genotype-2",0,0,"genotype-2a","genotype-2a_9"
"1045",9,"genotype-1",0,0,"genotype-1","genotype-1_9"
"1077",9,"genotype-1",0,0,"genotype-1a","genotype-1a_9"
"1081",9,"genotype-18",0,0,"genotype-18a","genotype-18a_9"
"1078",9,"genotype-12",0,0,"genotype-12a","genotype-12a_9"
"1076",9,"genotype-0",0,0,"genotype-0a","genotype-0a_9"
"1105",10,"genotype-0",0,0,"genotype-0","genotype-0_10"
"1120",10,"genotype-9",0,0,"genotype-9","genotype-9_10"
"1152",10,"genotype-9",0,0,"genotype-9a","genotype-9a_10"
"1103",10,"genotype-19",0.5,0.00118736642127761,"genotype-19","genotype-19_10"
"1117",10,"genotype-29",0,0,"genotype-29","genotype-29_10"
"1149",10,"genotype-29",0,0,"genotype-29a","genotype-29a_10"
"1104",10,"genotype-6",0.5,0.00118736642127761,"genotype-6","genotype-6_10"
"1093",10,"genotype-14",16.75,0.0397767751127998,"genotype-14","genotype-14_10"
"1095",10,"genotype-16",14.6,0.0346710995013061,"genotype-16","genotype-16_10"
"1127",10,"genotype-16",14.6,0.0346710995013061,"genotype-16a","genotype-16a_10"
"1096",10,"genotype-8",9.75,0.0231536452149133,"genotype-8","genotype-8_10"
