Generation	Identity	Population	Frequency	Group_id	Unique_id
49.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_49
49.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_49
49.0	genotype-green	50.0	0.49504950495049505	genotype-greena	genotype-greena_49
49.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_49
49.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_49
49.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_49
49.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_49
50.0	genotype-0	0.0	0.0	genotype-0	genotype-0_50
50.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_50
50.0	genotype-green	50.0	0.49504950495049505	genotype-green	genotype-green_50
50.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_50
50.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_50
50.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_50
50.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_50
50.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_50
50.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_50
50.0	genotype-green	50.0	0.49504950495049505	genotype-greena	genotype-greena_50
50.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_50
50.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_50
50.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_50
50.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_50
51.0	genotype-0	0.0	0.0	genotype-0	genotype-0_51
51.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_51
51.0	genotype-green	50.0	0.49504950495049505	genotype-green	genotype-green_51
51.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_51
51.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_51
51.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_51
51.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_51
51.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_51
51.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_51
51.0	genotype-green	50.0	0.49504950495049505	genotype-greena	genotype-greena_51
51.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_51
51.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_51
51.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_51
51.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_51
51.5	genotype-0	0.0	0.0	genotype-0	genotype-0_51.5
51.5	genotype-red	0.5	0.004950543166064151	genotype-red	genotype-red_51.5
51.5	genotype-green	49.99950916775026	0.49504945683393586	genotype-green	genotype-green_51.5
51.5	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_51.5
51.5	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_51.5
51.5	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_51.5
51.5	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_51.5
51.5	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_51.5
51.5	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_51.5
51.5	genotype-green	49.99950916775026	0.49504945683393586	genotype-greena	genotype-greena_51.5
51.5	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_51.5
51.5	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_51.5
51.5	genotype-red	0.5	0.004950543166064151	genotype-reda	genotype-reda_51.5
51.5	genotype-0	0.0	0.0	genotype-0a	genotype-0a_51.5
52.0	genotype-0	0.0	0.0	genotype-0	genotype-0_52
52.0	genotype-red	0.5	0.004950536339070797	genotype-red	genotype-red_52
52.0	genotype-green	49.99901833550053	0.49504391437552486	genotype-green	genotype-green_52
52.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_52
52.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_52
52.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_52
52.0	genotype-orchid	0.000560473151220885	5.549285404385026e-06	genotype-orchid	genotype-orchid_52
52.0	genotype-orchid	0.000560473151220885	5.549285404385026e-06	genotype-orchida	genotype-orchida_52
52.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_52
52.0	genotype-green	49.99901833550053	0.49504391437552486	genotype-greena	genotype-greena_52
52.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_52
52.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_52
52.0	genotype-red	0.5	0.004950536339070797	genotype-reda	genotype-reda_52
52.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_52
53.0	genotype-0	0.0	0.0	genotype-0	genotype-0_53
53.0	genotype-red	0.5	0.00495073860116925	genotype-red	genotype-red_53
53.0	genotype-green	49.99518912471979	0.4950262253450147	genotype-green	genotype-green_53
53.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_53
53.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_53
53.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_53
53.0	genotype-orchid	0.00232652697625781	2.303605381604223e-05	genotype-orchid	genotype-orchid_53
53.0	genotype-orchid	0.00232652697625781	2.303605381604223e-05	genotype-orchida	genotype-orchida_53
53.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_53
53.0	genotype-green	49.99518912471979	0.4950262253450147	genotype-greena	genotype-greena_53
53.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_53
53.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_53
53.0	genotype-red	0.5	0.00495073860116925	genotype-reda	genotype-reda_53
53.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_53
54.0	genotype-0	0.0	0.0	genotype-0	genotype-0_54
54.0	genotype-red	0.5	0.0049515314902035265	genotype-red	genotype-red_54
54.0	genotype-green	49.981991776068355	0.49497481244459235	genotype-green	genotype-green_54
54.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_54
54.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_54
54.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_54
54.0	genotype-orchid	0.00743770542001585	7.365606520413186e-05	genotype-orchid	genotype-orchid_54
54.0	genotype-orchid	0.00743770542001585	7.365606520413186e-05	genotype-orchida	genotype-orchida_54
54.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_54
54.0	genotype-green	49.981991776068355	0.49497481244459235	genotype-greena	genotype-greena_54
54.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_54
54.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_54
54.0	genotype-red	0.5	0.0049515314902035265	genotype-reda	genotype-reda_54
54.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_54
55.0	genotype-0	0.0	0.0	genotype-0	genotype-0_55
55.0	genotype-red	0.5	0.004954141750361586	genotype-red	genotype-red_55
55.0	genotype-green	49.941803158352236	0.4948375442302658	genotype-green	genotype-green_55
55.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_55
55.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_55
55.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_55
55.0	genotype-orchid	0.0210242288038443	0.00020831401937255933	genotype-orchid	genotype-orchid_55
55.0	genotype-orchid	0.0210242288038443	0.00020831401937255933	genotype-orchida	genotype-orchida_55
55.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_55
55.0	genotype-green	49.941803158352236	0.4948375442302658	genotype-greena	genotype-greena_55
55.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_55
55.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_55
55.0	genotype-red	0.5	0.004954141750361586	genotype-reda	genotype-reda_55
55.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_55
56.0	genotype-0	0.0	0.0	genotype-0	genotype-0_56
56.0	genotype-red	0.5	0.004961512132624019	genotype-red	genotype-red_56
56.0	genotype-green	49.833668347103384	0.49450070023462994	genotype-green	genotype-green_56
56.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_56
56.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_56
56.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_56
56.0	genotype-orchid	0.0541959405087265	0.0005377876327460322	genotype-orchid	genotype-orchid_56
56.0	genotype-orchid	0.0541959405087265	0.0005377876327460322	genotype-orchida	genotype-orchida_56
56.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_56
56.0	genotype-green	49.833668347103384	0.49450070023462994	genotype-greena	genotype-greena_56
56.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_56
56.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_56
56.0	genotype-red	0.5	0.004961512132624019	genotype-reda	genotype-reda_56
56.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_56
57.0	genotype-0	0.0	0.0	genotype-0	genotype-0_57
57.0	genotype-red	0.5	0.004979567358773953	genotype-red	genotype-red_57
57.0	genotype-green	49.57658110862012	0.49373985009618826	genotype-green	genotype-green_57
57.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_57
57.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_57
57.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_57
57.0	genotype-orchid	0.128583715489002	0.0012805825450378221	genotype-orchid	genotype-orchid_57
57.0	genotype-orchid	0.128583715489002	0.0012805825450378221	genotype-orchida	genotype-orchida_57
57.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_57
57.0	genotype-green	49.57658110862012	0.49373985009618826	genotype-greena	genotype-greena_57
57.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_57
57.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_57
57.0	genotype-red	0.5	0.004979567358773953	genotype-reda	genotype-reda_57
57.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_57
58.0	genotype-0	0.18169135803360348	0.0018169135803360347	genotype-0	genotype-0_58
58.0	genotype-red	0.5	0.005	genotype-red	genotype-red_58
58.0	genotype-green	49.03650645036684	0.49036506450366846	genotype-green	genotype-green_58
58.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_58
58.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_58
58.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_58
58.0	genotype-orchid	0.2818021915995565	0.002818021915995565	genotype-orchid	genotype-orchid_58
58.0	genotype-orchid	0.2818021915995565	0.002818021915995565	genotype-orchida	genotype-orchida_58
58.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_58
58.0	genotype-green	49.03650645036684	0.49036506450366846	genotype-greena	genotype-greena_58
58.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_58
58.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_58
58.0	genotype-red	0.5	0.005	genotype-reda	genotype-reda_58
58.0	genotype-0	0.18169135803360348	0.0018169135803360347	genotype-0a	genotype-0a_58
58.5	genotype-0	0.2880149809368717	0.0028946229239886607	genotype-0	genotype-0_58.5
58.5	genotype-red	0.5	0.005025125628140704	genotype-red	genotype-red_58.5
58.5	genotype-green	48.53524953168524	0.48779145257975115	genotype-green	genotype-green_58.5
58.5	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_58.5
58.5	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_58.5
58.5	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_58.5
58.5	genotype-orchid	0.4267354873778908	0.004288798868119506	genotype-orchid	genotype-orchid_58.5
58.5	genotype-orchid	0.4267354873778908	0.004288798868119506	genotype-orchida	genotype-orchida_58.5
58.5	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_58.5
58.5	genotype-green	48.53524953168524	0.48779145257975115	genotype-greena	genotype-greena_58.5
58.5	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_58.5
58.5	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_58.5
58.5	genotype-red	0.5	0.005025125628140704	genotype-reda	genotype-reda_58.5
58.5	genotype-0	0.2880149809368717	0.0028946229239886607	genotype-0a	genotype-0a_58.5
59.0	genotype-0	0.39433860384013997	0.003943386038401399	genotype-0	genotype-0_59
59.0	genotype-red	0.5	0.005	genotype-red	genotype-red_59
59.0	genotype-green	48.03399261300363	0.48033992613003634	genotype-green	genotype-green_59
59.0	genotype-aqua	0.5	0.005	genotype-aqua	genotype-aqua_59
59.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_59
59.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_59
59.0	genotype-orchid	0.571668783156225	0.00571668783156225	genotype-orchid	genotype-orchid_59
59.0	genotype-orchid	0.571668783156225	0.00571668783156225	genotype-orchida	genotype-orchida_59
59.0	genotype-aqua	0.5	0.005	genotype-aquaa	genotype-aquaa_59
59.0	genotype-green	48.03399261300363	0.48033992613003634	genotype-greena	genotype-greena_59
59.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_59
59.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_59
59.0	genotype-red	0.5	0.005	genotype-reda	genotype-reda_59
59.0	genotype-0	0.39433860384013997	0.003943386038401399	genotype-0a	genotype-0a_59
60.0	genotype-0	0.0	0.0	genotype-0	genotype-0_60
60.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_60
60.0	genotype-green	46.38964179727438	0.4593033841314295	genotype-green	genotype-green_60
60.0	genotype-aqua	2.534998589944575	0.025098995940045294	genotype-aqua	genotype-aqua_60
60.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_60
60.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_60
60.0	genotype-orchid	1.075359612781045	0.010647124879020248	genotype-orchid	genotype-orchid_60
60.0	genotype-orchid	1.075359612781045	0.010647124879020248	genotype-orchida	genotype-orchida_60
60.0	genotype-aqua	2.534998589944575	0.025098995940045294	genotype-aquaa	genotype-aquaa_60
60.0	genotype-green	46.38964179727438	0.4593033841314295	genotype-greena	genotype-greena_60
60.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_60
60.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_60
60.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_60
60.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_60
61.0	genotype-0	0.0	0.0	genotype-0	genotype-0_61
61.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_61
61.0	genotype-green	44.0063922021005	0.4357068534861436	genotype-green	genotype-green_61
61.0	genotype-aqua	4.11433342605942	0.0407359745154398	genotype-aqua	genotype-aqua_61
61.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_61
61.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_61
61.0	genotype-orchid	1.8792743718400802	0.018606676948911684	genotype-orchid	genotype-orchid_61
61.0	genotype-orchid	1.8792743718400802	0.018606676948911684	genotype-orchida	genotype-orchida_61
61.0	genotype-aqua	4.11433342605942	0.0407359745154398	genotype-aquaa	genotype-aquaa_61
61.0	genotype-green	44.0063922021005	0.4357068534861436	genotype-greena	genotype-greena_61
61.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_61
61.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_61
61.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_61
61.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_61
62.0	genotype-0	0.0	0.0	genotype-0	genotype-0_62
62.0	genotype-red	0.5	0.004950495049504951	genotype-red	genotype-red_62
62.0	genotype-green	40.9541561811297	0.4054866948626703	genotype-green	genotype-green_62
62.0	genotype-aqua	5.98804911497768	0.05928761499977902	genotype-aqua	genotype-aqua_62
62.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_62
62.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_62
62.0	genotype-orchid	3.05779470389262	0.03027519508804575	genotype-orchid	genotype-orchid_62
62.0	genotype-orchid	3.05779470389262	0.03027519508804575	genotype-orchida	genotype-orchida_62
62.0	genotype-aqua	5.98804911497768	0.05928761499977902	genotype-aquaa	genotype-aquaa_62
62.0	genotype-green	40.9541561811297	0.4054866948626703	genotype-greena	genotype-greena_62
62.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_62
62.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_62
62.0	genotype-red	0.5	0.004950495049504951	genotype-reda	genotype-reda_62
62.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_62
63.0	genotype-0	0.0	0.0	genotype-0	genotype-0_63
63.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_63
63.0	genotype-green	37.5	0.3712871287128713	genotype-green	genotype-green_63
63.0	genotype-aqua	7.85531781551714	0.07777542391601129	genotype-aqua	genotype-aqua_63
63.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_63
63.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_63
63.0	genotype-orchid	4.6446821844828605	0.04598695232161248	genotype-orchid	genotype-orchid_63
63.0	genotype-orchid	4.6446821844828605	0.04598695232161248	genotype-orchida	genotype-orchida_63
63.0	genotype-aqua	7.85531781551714	0.07777542391601129	genotype-aquaa	genotype-aquaa_63
63.0	genotype-green	37.5	0.3712871287128713	genotype-greena	genotype-greena_63
63.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_63
63.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_63
63.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_63
63.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_63
64.0	genotype-0	0.0	0.0	genotype-0	genotype-0_64
64.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_64
64.0	genotype-green	34.0458438188703	0.3370875625630723	genotype-green	genotype-green_64
64.0	genotype-aqua	9.34684669861275	0.09254303661992822	genotype-aqua	genotype-aqua_64
64.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_64
64.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_64
64.0	genotype-orchid	6.60730948251695	0.06541890576749455	genotype-orchid	genotype-orchid_64
64.0	genotype-orchid	6.60730948251695	0.06541890576749455	genotype-orchida	genotype-orchida_64
64.0	genotype-aqua	9.34684669861275	0.09254303661992822	genotype-aquaa	genotype-aquaa_64
64.0	genotype-green	34.0458438188703	0.3370875625630723	genotype-greena	genotype-greena_64
64.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_64
64.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_64
64.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_64
64.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_64
65.0	genotype-0	0.0	0.0	genotype-0	genotype-0_65
65.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_65
65.0	genotype-green	30.993607797899504	0.30686740393959905	genotype-green	genotype-green_65
65.0	genotype-aqua	10.16955609318885	0.10068867418998861	genotype-aqua	genotype-aqua_65
65.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_65
65.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_65
65.0	genotype-orchid	8.83683610891165	0.08749342682090742	genotype-orchid	genotype-orchid_65
65.0	genotype-orchid	8.83683610891165	0.08749342682090742	genotype-orchida	genotype-orchida_65
65.0	genotype-aqua	10.16955609318885	0.10068867418998861	genotype-aquaa	genotype-aquaa_65
65.0	genotype-green	30.993607797899504	0.30686740393959905	genotype-greena	genotype-greena_65
65.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_65
65.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_65
65.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_65
65.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_65
66.0	genotype-0	0.0	0.0	genotype-0	genotype-0_66
66.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_66
66.0	genotype-green	28.6103582027256	0.2832708732943129	genotype-green	genotype-green_66
66.0	genotype-aqua	10.22647790618605	0.10125225649689158	genotype-aqua	genotype-aqua_66
66.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_66
66.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_66
66.0	genotype-orchid	11.16316389108835	0.1105263751592906	genotype-orchid	genotype-orchid_66
66.0	genotype-orchid	11.16316389108835	0.1105263751592906	genotype-orchida	genotype-orchida_66
66.0	genotype-aqua	10.22647790618605	0.10125225649689158	genotype-aquaa	genotype-aquaa_66
66.0	genotype-green	28.6103582027256	0.2832708732943129	genotype-greena	genotype-greena_66
66.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_66
66.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_66
66.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_66
66.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_66
67.0	genotype-0	0.0	0.0	genotype-0	genotype-0_67
67.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_67
67.0	genotype-green	26.96600738699635	0.2669901721484787	genotype-green	genotype-green_67
67.0	genotype-aqua	9.6413020955206	0.09545843658931288	genotype-aqua	genotype-aqua_67
67.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_67
67.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_67
67.0	genotype-orchid	13.39269051748305	0.13260089621270346	genotype-orchid	genotype-orchid_67
67.0	genotype-orchid	13.39269051748305	0.13260089621270346	genotype-orchida	genotype-orchida_67
67.0	genotype-aqua	9.6413020955206	0.09545843658931288	genotype-aquaa	genotype-aquaa_67
67.0	genotype-green	26.96600738699635	0.2669901721484787	genotype-greena	genotype-greena_67
67.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_67
67.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_67
67.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_67
67.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_67
68.0	genotype-0	0.0	0.0	genotype-0	genotype-0_68
68.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_68
68.0	genotype-green	25.96349354963315	0.25706429257062524	genotype-green	genotype-green_68
68.0	genotype-aqua	8.6811886348497	0.08595236272128416	genotype-aqua	genotype-aqua_68
68.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_68
68.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_68
68.0	genotype-orchid	15.35531781551715	0.15203284965858566	genotype-orchid	genotype-orchid_68
68.0	genotype-orchid	15.35531781551715	0.15203284965858566	genotype-orchida	genotype-orchida_68
68.0	genotype-aqua	8.6811886348497	0.08595236272128416	genotype-aquaa	genotype-aquaa_68
68.0	genotype-green	25.96349354963315	0.25706429257062524	genotype-greena	genotype-greena_68
68.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_68
68.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_68
68.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_68
68.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_68
69.0	genotype-0	0.0	0.0	genotype-0	genotype-0_69
69.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_69
69.0	genotype-green	25.4234188913799	0.2517170187265337	genotype-green	genotype-green_69
69.0	genotype-aqua	7.6343758125127	0.07558787933180891	genotype-aqua	genotype-aqua_69
69.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_69
69.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_69
69.0	genotype-orchid	16.9422052961074	0.16774460689215248	genotype-orchid	genotype-orchid_69
69.0	genotype-orchid	16.9422052961074	0.16774460689215248	genotype-orchida	genotype-orchida_69
69.0	genotype-aqua	7.6343758125127	0.07558787933180891	genotype-aquaa	genotype-aquaa_69
69.0	genotype-green	25.4234188913799	0.2517170187265337	genotype-greena	genotype-greena_69
69.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_69
69.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_69
69.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_69
69.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_69
70.0	genotype-0	0.0	0.0	genotype-0	genotype-0_70
70.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_70
70.0	genotype-green	25.166331652896602	0.24917160052372872	genotype-green	genotype-green_70
70.0	genotype-aqua	6.7129427189434985	0.06646477939548018	genotype-aqua	genotype-aqua_70
70.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_70
70.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_70
70.0	genotype-orchid	18.1207256281599	0.17941312503128612	genotype-orchid	genotype-orchid_70
70.0	genotype-orchid	18.1207256281599	0.17941312503128612	genotype-orchida	genotype-orchida_70
70.0	genotype-aqua	6.7129427189434985	0.06646477939548018	genotype-aquaa	genotype-aquaa_70
70.0	genotype-green	25.166331652896602	0.24917160052372872	genotype-greena	genotype-greena_70
70.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_70
70.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_70
70.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_70
70.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_70
71.0	genotype-0	0.0	0.0	genotype-0	genotype-0_71
71.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_71
71.0	genotype-green	25.05819684164775	0.24810095882819555	genotype-green	genotype-green_71
71.0	genotype-aqua	6.0171627711333	0.05957586902112178	genotype-aqua	genotype-aqua_71
71.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_71
71.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_71
71.0	genotype-orchid	18.92464038721895	0.18737267710117772	genotype-orchid	genotype-orchid_71
71.0	genotype-orchid	18.92464038721895	0.18737267710117772	genotype-orchida	genotype-orchida_71
71.0	genotype-aqua	6.0171627711333	0.05957586902112178	genotype-aquaa	genotype-aquaa_71
71.0	genotype-green	25.05819684164775	0.24810095882819555	genotype-greena	genotype-greena_71
71.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_71
71.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_71
71.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_71
71.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_71
72.0	genotype-0	0.0	0.0	genotype-0	genotype-0_72
72.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_72
72.0	genotype-green	25.018008223931652	0.24770305172209556	genotype-green	genotype-green_72
72.0	genotype-aqua	5.553660559224549	0.05498673821014405	genotype-aqua	genotype-aqua_72
72.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_72
72.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_72
